equipment_id,timestamp,equipment_type,location_lat,location_long,ambient_temperature_C,humidity_percent,wind_speed_mps,precipitation_mm,load_current_A,voltage_kV,smart_meter_gasp_signal,vibration_level_g,insulation_resistance_MOhm,oil_temperature_C,historical_failures_count,time_since_last_failure_days,risk_score,risk_level
EQ_0013,2024-01-01 13:00:00,Switch,35.344381413463054,77.3728850286019,35.75162486973464,76.24151671161422,5.454444035689409,19.435641654419214,386.85655322973895,12.798121987284832,0,0.771010333543959,3.707904788350927,,5,35,0.524,Medium
EQ_0014,2024-01-01 14:00:00,Transformer,16.260374336946562,69.06972147328145,39.382573359195874,60.21432185830892,0.7721812687498403,5.572929284732229,367.8930600883288,12.468171048008255,0,0.2600975645322735,5.405074842498067,94.21077497608303,2,40,0.381,Low
EQ_0015,2024-01-01 15:00:00,CircuitBreaker,15.019602873833513,87.49193087477047,45.4647846131487,39.01100351939198,10.923245229177894,7.355662654385064,271.3070407077528,23.10530219054416,0,0.8268732919083999,1.8126079304896747,,3,142,0.582,Medium
EQ_0016,2024-01-01 16:00:00,Cable,32.2237723720879,77.30262188418034,22.46074041599417,23.262011324381113,8.863394147823627,13.55128723684565,55.805740124749654,19.82651257408059,1,0.37841887403701,6.806555113685048,,1,189,0.457,Medium
EQ_0017,2024-01-01 17:00:00,Switch,13.05662644114475,88.03719440497152,30.469413852021496,94.93839909893876,2.0628141621898988,6.82132702100517,89.71573243420617,30.966727693521197,0,1.3221420624024225,3.3214746494364005,,5,136,0.576,Medium
EQ_0018,2024-01-01 18:00:00,Transformer,27.139537334991193,91.69944380583526,37.2080324639785,62.37204626848052,3.627784363506775,1.8620553561179842,364.0255152836644,30.31128754340992,0,0.9679971130462385,4.051268119438307,59.20652660369635,4,373,0.531,Medium
EQ_0019,2024-01-01 19:00:00,CircuitBreaker,29.052714687236943,94.01619753862474,50.48345697060469,82.3900436686099,9.630474692314316,1.6827992999009767,106.57004993311482,30.26096309023114,0,0.9293221365064054,1.0827734645496667,,3,194,0.638,Medium
EQ_0020,2024-01-01 20:00:00,Switch,10.942674743114932,87.24155130413362,15.202463353848747,32.86464411339989,8.231006840498791,13.837903953853864,278.18644082591015,12.055271355435114,0,1.082659870953927,3.135241787471201,,5,166,0.465,Medium
EQ_0021,2024-01-01 21:00:00,Transformer,17.436591246618764,89.6482507484227,40.98531596188859,87.93787283953424,9.86419338450515,11.366172066709431,82.78616873983236,15.928326682604705,0,0.43454343313850186,3.195906790411752,93.51558051138451,0,412,0.418,Medium
EQ_0022,2024-01-01 22:00:00,Switch,19.39983401533605,93.86935010013629,40.245545039890516,83.58490428333187,7.539556396577882,11.538077692527182,222.38119283660237,11.271560670547203,1,1.0975555671291828,3.526951261967702,,2,33,0.735,High
EQ_0023,2024-01-01 23:00:00,CircuitBreaker,8.705163026512162,86.71869658130787,22.084427176281956,95.23668674823314,14.30892865503881,18.29728780440897,179.55554508940554,6.417328646279421,1,1.3960619157522018,4.8536573348558285,,1,335,0.63,Medium
EQ_0024,2024-01-02 00:00:00,Cable,36.03298975226642,95.94497933558833,49.120378218694405,43.55591136556686,5.776465929028879,17.022733430337137,160.92270180469717,10.576304160524497,1,0.8573618305646078,9.425392967447028,,5,234,0.694,Medium
EQ_0025,2024-01-02 01:00:00,CircuitBreaker,28.184864103574217,84.53177393259159,18.88705975083074,69.20057813593358,14.850807751563949,2.8016803047304806,231.41537832730785,29.689072942054796,1,1.1241144957435965,7.273141668957412,,1,126,0.527,Medium
EQ_0026,2024-01-02 02:00:00,Relay,28.37203843562617,78.4252433853729,26.743673770579733,84.74889243828109,12.15170092018771,17.341446371602075,369.63419339476496,19.80624476924532,1,0.7771986272964394,8.184656610700976,,5,299,0.586,Medium
EQ_0027,2024-01-02 03:00:00,Cable,26.848953992555188,88.3570394404734,46.83170677744404,91.2004273454053,5.069927352773037,7.51165905279888,82.89367894430416,21.6135638068967,1,0.10211629700527602,5.190382163192141,,2,112,0.605,Medium
EQ_0028,2024-01-02 04:00:00,CircuitBreaker,23.736694406519725,76.30969631172024,38.63333042276043,22.440019995123954,0.5602228312382163,16.452011213193167,176.06672449394202,9.430633841600889,1,0.8072527270794664,7.9299419778874976,,0,386,0.56,Medium
EQ_0029,2024-01-02 05:00:00,Transformer,14.258809797408453,86.063823798751,18.41389859975072,24.134537693488618,7.97031947352222,10.81270243220213,273.1004655243723,25.60446601051186,0,1.4649855152206752,5.646703134710758,57.762606011768526,1,321,0.403,Medium
EQ_0030,2024-01-02 06:00:00,CircuitBreaker,31.060399648292407,75.85413528660015,32.558856828225444,26.276510507381275,0.38026115123186266,19.252968293558503,342.59304217927206,24.791303564529844,1,0.6429817694006914,2.559648880637612,,4,32,0.692,Medium
EQ_0031,2024-01-02 07:00:00,Cable,12.536674237461495,75.25704404677326,36.969066588244814,77.16767381600499,9.90296065076597,5.598677938918857,384.20284823211796,25.92321675078575,1,0.853813376141531,6.5054867161091705,,4,239,0.665,Medium
EQ_0032,2024-01-02 08:00:00,Relay,20.168401810405907,75.18419869553357,29.238907146050465,80.62768883714952,0.21590232944633803,2.3214528101383247,66.10092470761346,7.099677662612194,1,1.2904178468159604,7.332920734420213,,4,440,0.665,Medium
EQ_0033,2024-01-02 09:00:00,Transformer,21.75104104353243,70.83719065887904,34.66463500467329,57.87774166244525,2.5980280486502276,8.67703298475946,189.4766570390807,22.627952647409845,0,0.9708857937580835,1.4077360879484007,60.603693804455915,5,453,0.59,Medium
EQ_0034,2024-01-02 10:00:00,Relay,26.149937555712857,82.59095149882255,49.25959364753289,72.69549052951561,2.4440164062214453,1.4113749480085969,274.8467473722105,6.715805384623789,1,0.8993745928465218,9.462072172824618,,5,174,0.699,Medium
EQ_0035,2024-01-02 11:00:00,Transformer,24.68875115840049,79.25692785998913,40.73152873769413,56.660231239321334,8.184251839739025,18.8292961755305,185.13592323027098,31.952145223245683,1,1.3627584308362923,2.762120213103668,43.8148715481341,3,80,0.809,High
EQ_0036,2024-01-02 12:00:00,Cable,10.922562039945372,68.52843294389494,18.777718430237137,74.64054187330855,1.067829726903435,6.379512605875226,345.7063588393091,6.628342264867299,0,1.2309792997539568,3.5366929729605996,,5,448,0.496,Medium
EQ_0037,2024-01-02 13:00:00,Switch,11.426780001028032,88.20537779556037,40.157713871195355,90.19776108216423,11.026065657058286,16.06961860769697,148.71210039995725,10.790867682052516,0,1.1383913898792446,8.261512653405376,,4,467,0.486,Medium
EQ_0038,2024-01-02 14:00:00,Transformer,36.72464911801953,79.96591263043138,29.880723431711328,82.11303685935974,5.112053103795268,18.615146512071295,350.44446314505416,17.582838739125496,1,1.1387630482976712,7.7908858667621415,45.67181278597629,5,259,0.659,Medium
EQ_0039,2024-01-02 15:00:00,Relay,34.174034293707436,82.65231880098786,48.058298644309666,45.603968082448944,13.432848427443007,7.784033574683262,53.79317801810443,30.445313363320118,0,0.18236568133989367,3.873822738313734,,1,191,0.429,Medium
EQ_0040,2024-01-02 16:00:00,CircuitBreaker,35.551797044473346,95.56760726118912,37.93751552493144,70.54697697358394,6.726682829674797,5.864215433961291,165.0325908794706,24.157998314080036,0,1.140943067684636,8.124211393532637,,4,165,0.477,Medium
EQ_0041,2024-01-02 17:00:00,Cable,30.89892614104206,70.64497698841203,34.77681218810326,24.604700801331543,8.242933234856032,8.83061002746754,360.6964639654049,15.474705338906125,0,0.2197471738200285,2.2869251384755227,,0,475,0.373,Low
EQ_0042,2024-01-02 18:00:00,Switch,30.083808319806696,85.92832383617157,19.04490704491161,26.728544489199795,10.5145369718868,1.4552601272838706,337.6510207516247,25.068540133225397,1,0.16795573193075466,1.7635394267667273,,1,29,0.511,Medium
EQ_0043,2024-01-02 19:00:00,CircuitBreaker,36.612547776534086,78.85385307692749,29.825685882675636,85.0239653806002,14.208728660757881,19.720021276457416,313.6823648406296,16.159008809334725,0,0.1710760392130697,7.994322243346931,,0,374,0.226,Low
EQ_0044,2024-01-02 20:00:00,Cable,24.193723242338347,80.30243826816232,51.25417540378944,28.895798584492105,7.3893765643628875,0.22707289534838138,214.0312246979442,7.520188443409609,0,0.2222859785887043,2.057736220993944,,4,392,0.548,Medium
EQ_0045,2024-01-02 21:00:00,CircuitBreaker,26.827098761365843,89.63530149869727,38.334750603886384,96.97380387796335,5.623058692855561,5.714241725637215,354.0096948663111,12.03708764002522,0,1.4466726821888864,1.109390272208347,,5,243,0.68,Medium
EQ_0046,2024-01-02 22:00:00,Relay,36.12648597452153,69.2516374465667,50.645724547922846,62.21608872690399,14.894471941789504,1.4759312947079772,243.84899954046227,32.17116846171567,0,0.8084918740467159,6.664587743217362,,2,270,0.491,Medium
EQ_0047,2024-01-02 23:00:00,Relay,28.176711980553897,81.18169087826543,40.10232320336254,66.74514495384801,13.517370157364835,0.9089276068291574,148.3371163572806,31.661110070067085,1,1.3408824866418287,5.100910775071417,,1,475,0.716,High
EQ_0048,2024-01-03 00:00:00,Relay,25.983845336244567,76.04405430645285,22.52484638895045,57.09587239519857,5.300283420390793,11.673122237017441,77.20712293774469,32.3086598069865,0,1.480005579495424,7.2834554261777065,,5,159,0.475,Medium
EQ_0049,2024-01-03 01:00:00,Cable,23.54679462397949,76.97630087230351,47.551800788277944,74.77849380431034,2.4392540901733692,18.21854368987685,337.8880350231091,31.64459765888195,1,1.102293287163122,6.520736763422109,,3,460,0.736,High
EQ_0050,2024-01-03 02:00:00,Relay,20.129048052427947,95.04912601726639,49.642555580016335,23.617493608495153,0.3955046174587801,7.5292673375609915,333.6936657736415,32.6564554915035,1,0.2681044921001159,6.347176438169216,,0,126,0.58,Medium
EQ_0051,2024-01-03 03:00:00,CircuitBreaker,19.045834842299623,96.12751753662349,48.684756925428346,87.06629637689103,7.030397396924554,8.296390046753304,145.69247517574718,7.522138409575032,0,1.3038474455698272,8.316109082170698,,2,10,0.513,Medium
EQ_0052,2024-01-03 04:00:00,Relay,36.99181252529779,96.90246827514326,37.2172682241051,81.51899321444084,14.17148594823642,16.99294781354823,136.5718356101192,18.164691653372525,0,0.2372811519696677,9.586459245328502,,4,112,0.323,Low
EQ_0053,2024-01-03 05:00:00,Transformer,25.57906439907552,74.63064135960042,41.86802737623427,69.45025923663167,5.372440770492608,2.2711518439925804,285.05061845747986,20.04830792440242,0,1.1698616680166771,5.68147151000794,86.8699825175197,5,323,0.571,Medium
EQ_0054,2024-01-03 06:00:00,Transformer,24.00529832446008,84.2672011745262,50.0661441063338,52.27862929699177,2.010228426759611,0.5756535262667795,314.29803948576665,22.748357886543545,0,1.0709156637438741,2.9166774535801965,47.50043115727234,0,463,0.558,Medium
EQ_0055,2024-01-03 07:00:00,Transformer,8.421795304368576,78.16703920539132,38.59670747418532,51.379523607978584,6.562123830355936,18.083173889874967,171.8894134581551,19.87771620731489,1,1.1862968684746575,4.568885040891431,74.21476851253304,0,263,0.677,Medium
EQ_0056,2024-01-03 08:00:00,CircuitBreaker,33.00854755365561,95.53609808607162,20.882939237161516,94.12701001291956,7.381744396193072,5.1648877659791665,210.69751468339146,32.46087953270788,1,0.7642962362896609,3.958764492587574,,5,248,0.637,Medium
EQ_0057,2024-01-03 09:00:00,CircuitBreaker,26.368624775185047,74.9642229445676,18.034533124346556,30.310377752851938,1.9206875843665867,3.038053870245887,98.58951042729355,23.303618109686795,0,0.31372612237875996,4.111005549914768,,5,478,0.358,Low
EQ_0058,2024-01-03 10:00:00,Relay,34.00686388727434,81.7448875676233,41.702309540841085,33.78558969613039,2.8843352821300616,0.8173723253295773,109.1272720752576,13.521939153862883,1,0.30666520220128285,1.7983228038135004,,1,401,0.652,Medium
EQ_0059,2024-01-03 11:00:00,Cable,11.498440261917423,81.36258427294905,23.2533487362317,49.14158888384604,7.5512590628228535,13.807896572587307,63.75924894438462,27.58408077054415,1,0.9604555647618163,1.7358312875398472,,1,48,0.64,Medium
EQ_0060,2024-01-03 12:00:00,Transformer,33.33378009909654,94.70529961542258,17.44311839419455,42.1502118517763,12.09301919689592,14.965193807673167,114.58235677473206,11.652431730091179,1,0.587184549047504,5.360706866719192,74.00401243416627,2,216,0.506,Medium
EQ_0061,2024-01-03 13:00:00,Cable,18.6984955475234,81.41350676786129,44.89883752535026,22.934656231247832,3.7865541651603114,14.266991717691049,363.3223931905198,19.815290937122985,1,0.8215645536347077,1.9645481020579845,,5,27,0.815,High
EQ_0062,2024-01-03 14:00:00,Transformer,20.974958637880185,83.44590072719568,24.698820145389185,41.539458475950475,5.65926244656934,0.40142395555452737,162.72770795411242,11.709096188906706,0,0.5248711606579762,2.077859186373261,88.97900044069422,3,372,0.423,Medium
EQ_0063,2024-01-03 15:00:00,Switch,25.21418115306741,87.6939672551902,46.56684954429353,59.87537591432458,1.3038043213113553,10.742130836370956,255.3943913073077,26.12686580297691,0,0.6759063420330351,2.148222725160074,,1,98,0.521,Medium
EQ_0064,2024-01-03 16:00:00,CircuitBreaker,16.22950126816301,78.52938659556042,40.836689653264045,65.66226437351295,5.341450888467694,19.730304975859593,262.02118677491046,12.40512337687185,1,0.19758458529958545,2.375732252658988,,1,216,0.622,Medium
EQ_0065,2024-01-03 17:00:00,CircuitBreaker,15.132774123150735,72.65975982452711,22.462680962052232,42.807613495507766,2.6006039294213226,17.935308492528502,78.08181098157478,20.161807518396877,1,0.6450753991350092,9.841407552177458,,3,127,0.472,Medium
EQ_0066,2024-01-03 18:00:00,Transformer,11.249128162873518,79.53781237232651,53.77881733101476,89.24057007151842,12.256081064239199,5.158056540898796,109.81065558652304,24.053366937959638,1,1.3975951842349994,6.010866037125368,71.43869792084449,4,50,0.839,High
EQ_0067,2024-01-03 19:00:00,Transformer,16.11939371614824,90.31529506256618,22.481749942300937,45.89433891233949,6.381546579246252,10.1522075736891,134.84340634527808,9.100594267958495,0,0.9353990615403672,3.597674979162302,71.96810217824367,0,474,0.375,Low
EQ_0068,2024-01-03 20:00:00,CircuitBreaker,12.476518742951868,81.95306295378971,36.30357730206343,24.145882945794153,5.049064172908809,2.688293538779485,72.18123966546871,32.72892627452852,0,0.5174130752133483,8.288870012691714,,3,248,0.361,Low
EQ_0069,2024-01-03 21:00:00,Cable,15.384578988149151,87.76357894449396,45.409114395587466,67.65109924862755,7.073642828252376,8.236818282945372,172.10389329004835,31.097286894691297,0,1.2543981412922072,9.685242195998613,,3,462,0.481,Medium
EQ_0070,2024-01-03 22:00:00,Transformer,11.604619481080796,89.19515678090568,52.533618272841515,34.498645293252814,0.9974440105016624,14.822412985801181,251.06558961296918,28.729376972473347,0,0.25266994610811977,8.15740580673901,51.08950260262595,3,1,0.417,Medium
EQ_0071,2024-01-03 23:00:00,Cable,12.74602234310543,72.7637081399988,47.58298880925528,73.215777655696,7.84598137153679,7.176609682470049,357.0201892845879,16.596017900411155,1,1.2340691872337868,4.952214177131966,,3,146,0.785,High
EQ_0072,2024-01-04 00:00:00,Cable,18.93138845332232,81.41771378441858,27.055114966565682,79.80875041410009,7.540805851387187,4.644253902936346,364.851100646099,16.365062977076708,1,0.8381516486152835,9.158248998680923,,1,97,0.496,Medium
EQ_0073,2024-01-04 01:00:00,Switch,26.102901881505773,71.39004318054256,52.59328494453901,70.21664424571343,5.023584219856292,2.785441453267745,327.9088162446036,22.741964410069865,0,0.8235185833656662,9.045033247458619,,0,296,0.416,Medium
EQ_0074,2024-01-04 02:00:00,Relay,30.869319125511392,72.39857151224979,27.46888271182193,39.87913118515726,11.159194388590155,0.6706486947155876,249.4613897049608,26.586384514998645,0,1.3213101733045367,4.078735738443167,,5,160,0.544,Medium
EQ_0075,2024-01-04 03:00:00,Transformer,31.816461835488372,71.208320371701,48.85809166938073,30.199092986558593,5.959309358405509,15.945907315591072,102.47109957207081,12.18978767128132,0,1.0972662241699462,7.480328828914669,75.26311980869136,4,244,0.543,Medium
EQ_0076,2024-01-04 04:00:00,Relay,28.1245048895459,83.7390088570803,25.07196235627811,47.65567948031355,2.723965752021385,18.169011226672566,254.18712816814215,16.822988252618277,0,0.7199084152839924,9.525550056506338,,0,491,0.242,Low
EQ_0077,2024-01-04 05:00:00,Relay,12.447190690366327,85.00066512848713,35.23554715537864,68.91633883477184,0.27165275731260763,17.44247817888303,376.24139886926434,21.258595956908643,0,1.0601436946214937,9.302494430595662,,1,35,0.367,Low
EQ_0078,2024-01-04 06:00:00,Relay,28.50992039508856,72.42363224451358,38.05153440667253,68.53720371062848,6.36196006953579,14.728884712494457,377.0284551691552,30.99034984848296,0,0.7037170885359916,2.019142412566797,,5,441,0.561,Medium
EQ_0079,2024-01-04 07:00:00,CircuitBreaker,36.5603947699077,92.32804450693209,19.986507248130675,93.66735060938979,13.048445430931924,10.376761142521442,256.94640251072525,16.77307300449352,1,0.12940437629194543,4.016775174813109,,0,482,0.446,Medium
EQ_0080,2024-01-04 08:00:00,Relay,31.282750009342333,68.13432866713349,28.339966867645767,51.85349548727547,8.060934044068842,18.39711232825521,171.22109802808643,15.367736451198148,0,1.1193768097591352,5.069961468008264,,4,304,0.482,Medium
EQ_0081,2024-01-04 09:00:00,Transformer,14.513539865259478,81.12074596784811,20.634280815191993,34.110958920497865,7.475516591092196,8.378508990090959,370.19606537383504,15.784635276149094,0,0.8918531079031631,6.690378591275773,40.72019511235835,3,336,0.358,Low
EQ_0082,2024-01-04 10:00:00,Relay,27.24258378848461,73.16304303922279,53.442812698778205,31.893018220249036,6.219361855905356,1.7069933615728772,398.9059881460816,19.55926527894355,1,0.9133082751140635,1.6036882964958474,,2,104,0.821,High
EQ_0083,2024-01-04 11:00:00,Switch,29.748853641576154,74.08726219977198,50.922171577628546,36.41117123856057,2.8603158099549986,0.7309933569618976,215.22343078849974,21.25071059809064,0,0.14527752717111092,7.9797485502550956,,2,202,0.378,Low
EQ_0084,2024-01-04 12:00:00,CircuitBreaker,21.1453762076928,83.20731781049982,32.63050987752912,52.06104487002608,8.394604969623268,3.10480491861425,113.67484567334489,29.268211767364967,1,1.4218674200937675,4.359783846517777,,3,161,0.74,High
EQ_0085,2024-01-04 13:00:00,Transformer,15.851595521163059,86.67598675393145,31.349366843923857,22.03090845282759,2.3422889604928554,14.319444576947951,280.62337966855296,6.731591797594055,0,0.3718596348027767,3.0796731692926427,76.95410089793006,3,318,0.419,Medium
EQ_0086,2024-01-04 14:00:00,Relay,8.57160559487656,71.01914887755264,46.996643414927576,34.28357296434669,9.79119161777812,4.76365562093453,84.8044874657708,12.565649156985259,0,1.0972870511907058,8.701268212956572,,0,275,0.429,Medium
EQ_0087,2024-01-04 15:00:00,CircuitBreaker,32.076376072442756,79.5183223589352,41.723405462825845,36.39874363326568,4.3972159539151985,17.926716370422394,54.55067322875761,8.308730333070638,1,0.3514350699617396,1.2387898348643773,,1,477,0.67,Medium
EQ_0088,2024-01-04 16:00:00,Switch,13.261627617604123,84.90820526812107,31.856982023699917,91.41373688615799,12.261653426076613,6.836347033957519,140.79820170095238,16.25169502051621,0,0.9059276666464713,3.4125727674058863,,1,189,0.446,Medium
EQ_0089,2024-01-04 17:00:00,Switch,26.100318327624887,79.87293791354597,37.08188723407921,54.890122330825335,4.416986393128765,18.969066139243132,317.26202795591627,9.783055745694218,0,1.3092785650519736,5.386880784245623,,3,426,0.529,Medium
EQ_0090,2024-01-04 18:00:00,Relay,33.94201457992865,91.19580242247214,32.00854017876934,21.797544665609394,4.030160390774191,10.832684293217339,271.71737693915156,12.962967506696462,1,0.252066307405595,8.514372131193692,,4,413,0.518,Medium
EQ_0091,2024-01-04 19:00:00,Relay,36.54766324040301,83.24501528677789,21.86717143393214,41.784586121549516,0.275860148212001,18.28597613120998,91.2128790115494,21.565944838884846,0,0.4473800699964487,5.9876020226421405,,5,418,0.359,Low
EQ_0092,2024-01-04 20:00:00,Relay,26.891191262204064,92.06251230750885,23.256850870424127,20.879666292678436,2.053284451032109,18.0003728369621,355.86152714688035,22.130153758598325,1,0.9207494476287974,6.9853300709163,,5,53,0.61,Medium
EQ_0093,2024-01-04 21:00:00,CircuitBreaker,13.08576708008004,94.51794643182383,31.750820995682925,50.65108225995979,7.783765579242563,0.9393193355011009,108.1991790646278,25.926907643512003,1,0.17005806849143337,6.428368985197494,,0,455,0.467,Medium
EQ_0094,2024-01-04 22:00:00,Transformer,15.115124180758308,79.28957280721733,26.547749470827995,48.45381731719593,10.785688577763683,5.942434312463501,248.241624103914,18.85336085937569,0,1.0123231897758398,9.431467653922821,80.29146534656377,2,144,0.331,Low
EQ_0095,2024-01-04 23:00:00,Relay,14.233270979131946,68.90431091677725,25.490561771993004,67.60623445602039,0.7713872022637552,9.927324944024727,258.8949971209112,15.024585052057942,0,1.167822695431442,1.9593842782039461,,5,175,0.556,Medium
EQ_0096,2024-01-05 00:00:00,CircuitBreaker,10.178995670338454,89.11747392990449,34.81965264824794,75.07219171421889,6.522410079056193,4.928040664782136,336.6858111859699,27.58422873216244,1,1.057309882738919,3.449306235069664,,4,250,0.742,High
EQ_0097,2024-01-05 01:00:00,Switch,25.116689339203525,78.46824301126078,18.663282933065368,93.38508603697943,2.052279463784421,19.00474707641605,206.1020205352845,10.99858907864273,0,0.8357563736986193,8.856512522887675,,0,324,0.236,Low
EQ_0098,2024-01-05 02:00:00,Cable,29.234521705877274,91.39027328798204,41.35133466842869,75.3821251614282,12.73793477347979,4.993360177183719,221.29873727509917,11.97265492912926,1,1.4821186115951381,9.49653405717952,,0,1,0.633,Medium
EQ_0099,2024-01-05 03:00:00,Switch,9.14337752968667,88.46168000295496,52.009932696626635,34.44602761018668,8.519178458289442,18.309765951760838,61.88109250502959,24.830347215664677,0,0.48115606069019856,9.319565758388773,,5,134,0.461,Medium
EQ_0100,2024-01-05 04:00:00,CircuitBreaker,36.16068910979567,95.38372818428958,33.96856866629855,88.96341207914507,12.668240978026056,6.382009464865113,340.12041595273706,6.999206137318301,1,0.9145913237989769,3.0700795355893273,,4,361,0.726,High
EQ_0101,2024-01-05 05:00:00,Cable,11.496439687541086,70.23164284724706,42.85155103512559,47.18999710144529,10.871501572931422,1.3071268159788474,160.3516182407136,20.566264894134104,0,1.196548589016497,3.8687725263886295,,0,38,0.516,Medium
EQ_0102,2024-01-05 06:00:00,CircuitBreaker,26.150849916673263,93.69335469884942,39.63452752729218,38.6367579802907,0.3660117233480703,17.401977478018598,57.444293797635495,29.616945162473385,0,0.8169588443394574,9.451609286616065,,2,298,0.376,Low
EQ_0103,2024-01-05 07:00:00,Relay,31.164713837436295,96.94008920546679,29.028472618068406,81.37506311449016,6.028963704138633,9.597512406078177,269.6269121264295,29.589282083031147,0,1.476921030338978,7.914460724780664,,3,65,0.457,Medium
EQ_0104,2024-01-05 08:00:00,Transformer,20.11523668285268,80.21935306603504,44.50329206355566,39.10217166146418,1.6571116969709199,7.09244315281553,150.5336470789286,14.000319252311732,1,0.3887312390223694,1.378838706727257,40.98306641033776,2,460,0.707,High
EQ_0105,2024-01-05 09:00:00,Transformer,36.643949302344915,80.40542087834001,30.373065886387266,74.3717826154456,3.2738083179759627,18.99922367900451,325.22075504544324,8.414097062431008,1,0.6554921248881461,8.912064768059482,91.96026122602757,1,349,0.495,Medium
EQ_0106,2024-01-05 10:00:00,CircuitBreaker,21.55464382624622,85.78893028711053,21.68135784368301,99.29349009095813,3.475075520751651,18.854635482702513,277.376327147329,22.408893461729196,0,0.7933983409739375,3.076028305459828,,2,399,0.403,Medium
EQ_0107,2024-01-05 11:00:00,Relay,13.11931292815974,74.39410006303508,22.45753048577018,82.36675788534026,5.251878887500951,1.1568535312679273,389.185920549284,29.862218894012493,1,1.3952408106330587,9.954170403817917,,4,383,0.589,Medium
EQ_0108,2024-01-05 12:00:00,CircuitBreaker,13.04296222736513,79.49101854817711,45.32953902816365,75.68164944430337,2.308438595097826,16.316662499812356,128.55420014283123,12.043075600210823,0,0.8286129131954497,6.336459413575328,,1,499,0.451,Medium
EQ_0109,2024-01-05 13:00:00,CircuitBreaker,24.822500027296524,70.6531182845349,50.09843450521522,41.24800340709648,1.9427238192420626,17.774961597379544,384.4780243804137,29.277445666167168,1,1.2237983083510733,6.8971778257511955,,0,91,0.698,Medium
EQ_0110,2024-01-05 14:00:00,Switch,23.97486374766504,70.5226160374309,31.338128522827947,49.81508136098512,3.896306756404893,14.468402273771698,223.55650727756978,8.188247829506494,1,0.3692656428272264,7.149328872936364,,5,442,0.577,Medium
